"observed_strength","hidden_strength","n_total","n_control","ps_observed_min","ps_observed_max","ps_observed_iqr","weight_cv_control","var_observed_control","var_ideal_control","epsilon_added_to_denominator","original_variance_ratio","stabilized_variance_ratio","original_R2","stabilized_R2","tau_observed","tau_ideal","tau_gap_observed_minus_ideal","original_bound","stabilized_bound","flag_good_overlap_instability","diagnostic_status","replicate","sample_size","grid_type"
0,0.12,300,144,0.5,0.5,0,0,0,0.0135353417354783,8.5207100591716e-05,Inf,158.852274534433,0.999999999999,0.99370484305037,0.163195302533645,0.0726658664807873,0.0905294360528573,NA,0.145701462322649,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",11,300,"sample_size"
0,0.12,300,155,0.5,0.5,0,0,0,0.0175875033086979,0.000114268727705113,Inf,153.913530516284,0.999999999999,0.993502845418167,0.214893372440521,0.148409091890019,0.0664842805505022,NA,0.15940600991572,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",12,300,"sample_size"
0,0.12,300,150,0.5,0.5,0,0,0,0.016313814805899,1e-04,Inf,163.13814805899,0.999999999999,0.993870225867475,0.105180886610464,0.0256658567515817,0.0795150298588826,NA,0.162656733464463,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",13,300,"sample_size"
0,0.12,300,149,0.5,0.5,0,0,0,0.0157212348736376,9.73685364676988e-05,Inf,161.461139747674,0.999999999999,0.993806559265203,-0.0818219516523397,-0.169653855406182,0.0878319037538422,NA,0.16889573922743,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",14,300,"sample_size"
0,0.12,300,139,0.5,0.5,0,0,0,0.011727209373018,7.45380193665368e-05,Inf,157.331915614099,0.999999999999,0.993644010523251,-0.0500538444752321,-0.140131601975305,0.0900777575000725,NA,0.138909595642734,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",15,300,"sample_size"
0,0.12,300,145,0.5,0.5,0,0,0,0.0131915195236756,8.75130072840791e-05,Inf,150.737815246757,0.999999999999,0.993365964616357,0.0812079259774945,-0.0234063612898858,0.10461428726738,NA,0.162584643618552,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",16,300,"sample_size"
0,0.12,300,148,0.5,0.5,0,0,0,0.0126752231839159,9.48060941828255e-05,Inf,133.696291289807,0.999999999999,0.992520360958762,0.11882085828124,0.0527873404872946,0.0660335177939458,NA,0.14467626441518,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",17,300,"sample_size"
0,0.12,300,150,0.5,0.5,0,0,0,0.0129308381538467,1e-04,Inf,129.308381538467,0.999999999999,0.992266549251469,0.01810528367667,-0.0599074095380552,0.0780126932147251,NA,0.140444612555178,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",18,300,"sample_size"
0,0.12,300,158,0.5,0.5,0,0,0,0.0170830162985532,0.000123804800634795,Inf,137.98347245795,0.999999999999,0.992752755223603,-0.0256586235805609,-0.11689664667314,0.0912380230925789,NA,0.168573948163677,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",19,300,"sample_size"
0,0.12,300,170,0.5,0.5,0,0,0,0.0278175608370861,0.000171005917159763,Inf,162.670165448704,0.999999999999,0.99385259124043,-0.139711423195008,-0.245505049033664,0.105793625838656,NA,0.219442157209759,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",20,300,"sample_size"
0,0.12,300,154,0.5,0.5,0,0,0,0.0127583380029739,0.000111259148057797,Inf,114.672260445012,0.999999999999,0.991279495179399,-0.103052507981409,-0.168327206497876,0.0652746985164678,NA,0.13247250649872,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",21,300,"sample_size"
0,0.12,300,147,0.5,0.5,0,0,0,0.0131528129153782,9.23106497500961e-05,Inf,142.484241536438,0.999999999999,0.992981680014458,0.224510646053626,0.1317571649652,0.0927534810884268,NA,0.149023793083631,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",22,300,"sample_size"
0,0.12,300,139,0.5,0.5,0,0,0,0.0089098318724412,7.45380193665368e-05,Inf,119.534057225583,0.999999999999,0.991634183401699,0.253087281208444,0.183030532451373,0.0700567487570714,NA,0.114497230143623,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",23,300,"sample_size"
0,0.12,300,138,0.5,0.5,0,0,0,0.00950732147928084,7.25651577503429e-05,Inf,131.017719440373,0.999999999999,0.992367444615344,0.19937107993226,0.0969179110631542,0.102453168869106,NA,0.126889551012818,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",24,300,"sample_size"
0,0.12,300,144,0.5,0.5,0,0,0,0.0118459679937521,8.5207100591716e-05,Inf,139.02559659334,0.999999999999,0.992807079958627,-0.165536509340952,-0.257833787885807,0.0922972785448546,NA,0.148494364842274,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",25,300,"sample_size"
0,0.12,300,138,0.5,0.5,0,0,0,0.0099667659960516,7.25651577503429e-05,Inf,137.349194917233,0.999999999999,0.992719287502176,0.280294269721565,0.183934679566465,0.0963595901551002,NA,0.133198059221019,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",26,300,"sample_size"
0,0.12,300,146,0.5,0.5,0,0,0,0.0135938224587968,8.98802496205094e-05,Inf,151.243710561468,0.999999999999,0.99338815481128,0.0885014711290636,-0.0028787015518934,0.091380172680957,NA,0.154310968938777,TRUE,"degenerate_or_near_degenerate_observed_weight_variance",27,300,"sample_size"
